project_id,url,title,category,beneficiary,project_value_raw,project_value,eu_funding_raw,eu_funding,wojewodztwo,powiat,program,dzialanie,fundusz,perspektywa
1681124,https://mapadotacji.gov.pl/projekty/1681124/,"Wsparcie finansowe przedsięwzięć MŚP podmiotom z branż hotelarstwa, gastronomii turystyki i kultury w drodze dotacji w ramach inwestycji A1.2.1 KPO dla podmiotów MŚP z regionu nr 5 obejmującego województwa dolnośląskie, lubuskie i i wielkopolski.",rozwój firm,Fundacja Kaliski Inkubator Przedsiębiorczości,"314 489 625,70 zł",314489625.7,"257 851 459,30 zł",257851459.3,wielkopolskie,m. Kalisz,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.3. A1.2.1. Inwestycje dla przedsiębiorstw w produkty, usługi i kompetencje pracowników oraz kadry związane z dywersyfikacją działalności",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1684445,https://mapadotacji.gov.pl/projekty/1684445/,"Udzielenie pomocy finansowej na przedsięwzięcia MŚP prowadzącym działalność w sektorze hotelarstwa, gastronomii, turystyki lub kultury na realizację przedsięwzięć MŚP w ramach Inwestycji A1.2.1 KPO z regionu nr 4 obejmującego województwa: łódzkie, opolskie i śląskie. Tytuł skrócony: ""HoReCa - Dotacje na inwestycje""",rozwój firm,Agencja Rozwoju Regionalnego S.A.,"304 589 598,28 zł",304589598.28,"250 008 150,88 zł",250008150.88,łódzkie,opolskie,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.3. A1.2.1. Inwestycje dla przedsiębiorstw w produkty, usługi i kompetencje pracowników oraz kadry związane z dywersyfikacją działalności",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1695302,https://mapadotacji.gov.pl/projekty/1695302/,Likwidacja wykluczenia komunikacyjnego w Łódzkiem – spójny i zrównoważony system transportowy województwa łódzkiego: zakup taboru transportu kolejowego – 10 sztuk,transport,WOJEWÓDZTWO ŁÓDZKIE,"345 783 750,00 zł",345783750.0,"236 145 000,00 zł",236145000.0,łódzkie,brzeziński,Krajowy Plan Odbudowy i Zwiększania Odporności,9.8. E2.1.2. Pasażerski tabor kolejowy,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670446,https://mapadotacji.gov.pl/projekty/1670446/,A4.1.1 Inwestycje wspierające reformę instytucji rynku pracy,praca i integracja społeczna,Ministerstwo Rodziny i Polityki Społecznej,"269 697 423,00 zł",269697423.0,"233 006 846,00 zł",233006846.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,1.23. A4.1.1. Inwestycje wspierające reformę instytucji rynku pracy,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670488,https://mapadotacji.gov.pl/projekty/1670488/,Dostosowanie CMK do prędkości 250 km/h,transport,PKP Polskie Linie Kolejowe S.A.,"267 833 439,14 zł",267833439.14,"221 922 954,58 zł",221922954.58,łódzkie,mazowieckie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746189,https://mapadotacji.gov.pl/projekty/1746189/,Budowa morskiego terminalu serwisowego offshore w Ustce,ochrona środowiska,Urząd Morski w Gdyni,"269 454 667,08 zł",269454667.08,"220 000 000,00 zł",220000000.0,pomorskie,słupski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.13. B2.2.3. Budowa infrastruktury terminalowej offshore,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736510,https://mapadotacji.gov.pl/projekty/1736510/,„Zielona mobilność - inwestycje w tabor tramwajowy MPK Poznań Sp. z o.o.”,,MPK Poznań Sp. z o.o.,"312 111 401,52 zł",312111401.52,"215 686 740,89 zł",215686740.89,wielkopolskie,m. Poznań,Krajowy Plan Odbudowy i Zwiększania Odporności,10.2. E1.2.1. Zeroemisyjny transport zbiorowy w miastach (tramwaje),Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1691587,https://mapadotacji.gov.pl/projekty/1691587/,Zakup 10 sztuk pięcioczłonowych elektrycznych zespołów trakcyjnych II,transport,Koleje Dolnośląskie S.A.,"313 308 733,35 zł",313308733.35,"209 297 247,03 zł",209297247.03,dolnośląskie,wielkopolskie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.8. E2.1.2. Pasażerski tabor kolejowy,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736508,https://mapadotacji.gov.pl/projekty/1736508/,Dostawa taboru tramwajowego dla MPK Sp. z o.o. we Wrocławiu,,Miejskie Przedsiębiorstwo Komunikacyjne Sp. z o.o. we Wrocławiu,"293 833 177,11 zł",293833177.11,"202 987 447,60 zł",202987447.6,dolnośląskie,m. Wrocław,Krajowy Plan Odbudowy i Zwiększania Odporności,10.2. E1.2.1. Zeroemisyjny transport zbiorowy w miastach (tramwaje),Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670450,https://mapadotacji.gov.pl/projekty/1670450/,"A4.3.1. Programy wsparcia inwestycyjnego umożliwiające w szczególności rozwój działalności, zwiększenie udziału w realizacji usług społecznych oraz poprawę jakości reintegracji w podmiotach ekonomii społecznej",,Ministerstwo Rodziny i Polityki Społecznej,"201 835 352,00 zł",201835352.0,"201 640 542,00 zł",201640542.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.27. A4.3.1. Programy wsparcia inwestycyjnego umożliwiające w szczególności rozwój działalności, zwiększenie udziału w realizacji usług społecznych, podniesienie jakości reintegracji w podmiotach ekonomii społecznej",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746784,https://mapadotacji.gov.pl/projekty/1746784/,Prace na linii kolejowej nr 132 na odcinku Pyskowice - Opole Groszowice,transport,PKP Polskie Linie Kolejowe S.A.,"246 000 000,00 zł",246000000.0,"200 000 000,00 zł",200000000.0,opolskie,śląskie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1691571,https://mapadotacji.gov.pl/projekty/1691571/,Prace na linii kolejowej nr 3 na odc. Poznań Górczyn – Zbąszynek,transport,PKP Polskie Linie Kolejowe S.A.,"239 912 790,49 zł",239912790.49,"195 051 049,18 zł",195051049.18,wielkopolskie,m. Poznań,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670490,https://mapadotacji.gov.pl/projekty/1670490/,Modernizacja stacji Ostróda,transport,PKP Polskie Linie Kolejowe S.A.,"239 850 000,00 zł",239850000.0,"195 000 000,00 zł",195000000.0,warmińsko-mazurskie,ostródzki,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746435,https://mapadotacji.gov.pl/projekty/1746435/,"Wsparcie dla powszechnego stosowania elektronicznego zarządzania dokumentacją poprzez rozwój i udostępnienie nieodpłatnego systemu klasy EZD, udostępnienie chmury SaaS2 EZD RP oraz wdrożenia systemu EZD w administracji publicznej RP.",,Ministerstwo Cyfryzacji,"228 423 630,00 zł",228423630.0,"194 181 000,00 zł",194181000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"5.6. C2.1.1-1/2 E-usługi publiczne, rozwiązania IT usprawniające funkcjonowanie administracji i sektorów gospodarki - MC",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736154,https://mapadotacji.gov.pl/projekty/1736154/,Rozbudowa ekosystemu aplikacji mObywatel,,Ministerstwo Cyfryzacji,"235 589 055,32 zł",235589055.32,"192 367 183,19 zł",192367183.19,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"5.6. C2.1.1-1/2 E-usługi publiczne, rozwiązania IT usprawniające funkcjonowanie administracji i sektorów gospodarki - MC",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746490,https://mapadotacji.gov.pl/projekty/1746490/,"Budowa, modernizacja i wyposażenie obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne w Śląskim Uniwersytecie Medycznym w Katowicach",nauka i edukacja,Śląski Uniwersytet Medyczny w Katowicach,"236 713 896,91 zł",236713896.91,"190 000 000,00 zł",190000000.0,śląskie,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746494,https://mapadotacji.gov.pl/projekty/1746494/,Modernizacja i wyposażenie obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studnia medyczne - Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,nauka i edukacja,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,"269 358 946,33 zł",269358946.33,"190 000 000,00 zł",190000000.0,dolnośląskie,m. Wrocław,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746496,https://mapadotacji.gov.pl/projekty/1746496/,Modernizacja i wyposażenie obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne – Uniwersytet Medyczny w Lublinie,nauka i edukacja,Uniwersytet Medyczny w Lublinie,"225 455 675,60 zł",225455675.6,"190 000 000,00 zł",190000000.0,lubelskie,m. Lublin,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746498,https://mapadotacji.gov.pl/projekty/1746498/,"Budowa, modernizacja i wyposażenie obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne - Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu",nauka i edukacja,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,"265 839 403,87 zł",265839403.87,"190 000 000,00 zł",190000000.0,wielkopolskie,m. Poznań,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757558,https://mapadotacji.gov.pl/projekty/1757558/,"Budowa, modernizacja i doposażenie obiektów dydaktycznych do celów kształcenia przedklinicznego w związku ze zwiększeniem limitów przyjęć na studia medyczne w Uniwersytecie Medycznym w Białymstoku",nauka i edukacja,Uniwersytet Medyczny w Białymstoku,"231 648 449,31 zł",231648449.31,"190 000 000,00 zł",190000000.0,podlaskie,m. Białystok,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735734,https://mapadotacji.gov.pl/projekty/1735734/,Budowa morskiego terminalu serwisowego offshore w Łebie,ochrona środowiska,Urząd Morski w Gdyni,"232 413 603,19 zł",232413603.19,"189 999 999,97 zł",189999999.97,pomorskie,lęborski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.13. B2.2.3. Budowa infrastruktury terminalowej offshore,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746488,https://mapadotacji.gov.pl/projekty/1746488/,"PRU UMED - Poprawa warunków studiowania w Uniwersytecie Medycznym w Łodzi, poprzez budowę, rozbudowę, modernizację i doposażenie obiektów Uczelni, mających na celu zwiększenie liczby studentów na kierunkach medycznych",nauka i edukacja,Uniwersytet Medyczny w Łodzi,"231 619 047,00 zł",231619047.0,"189 999 999,00 zł",189999999.0,łódzkie,m. Łódź,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746492,https://mapadotacji.gov.pl/projekty/1746492/,Modernizacja i wyposażenie obiektów dydaktycznych Pomorskiego Uniwersytetu Medycznego w Szczecinie zapewniające zwiększenie liczby absolwentów na kierunku lekarskim i lekarsko-dentystycznym.,nauka i edukacja,Pomorski Uniwersytet Medyczny w Szczecinie,"231 619 046,40 zł",231619046.4,"189 999 999,00 zł",189999999.0,zachodniopomorskie,m. Szczecin,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757560,https://mapadotacji.gov.pl/projekty/1757560/,Innowacyjna Dydaktyka = Medycyna Przyszłości - rozbudowa i unowocześnienie bazy dydaktycznej Warszawskiego Uniwersytetu Medycznego,nauka i edukacja,Warszawski Uniwersytet Medyczny,"231 619 037,55 zł",231619037.55,"189 999 991,74 zł",189999991.74,mazowieckie,m.st. Warszawa,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757568,https://mapadotacji.gov.pl/projekty/1757568/,Modernizacja i doposażenie obiektów Gdańskiego Uniwersytetu Medycznego w związku ze zwiększeniem limitów przyjęć na studia medyczne,nauka i edukacja,Gdański Uniwersytet Medyczny,"282 163 385,83 zł",282163385.83,"189 999 583,64 zł",189999583.64,pomorskie,m. Gdańsk,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757646,https://mapadotacji.gov.pl/projekty/1757646/,Dostawa fabrycznie nowych elektrycznych zespołów trakcyjnych do obsługi kolejowych przewozów pasażerskich w ruchu regionalnym,transport,Województwo Zachodniopomorskie,"261 448 800,00 zł",261448800.0,"178 550 400,00 zł",178550400.0,lubuskie,pomorskie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.8. E2.1.2. Pasażerski tabor kolejowy,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735616,https://mapadotacji.gov.pl/projekty/1735616/,"Rozbudowa i wyposażenie centrów kompetencji (specjalistyczne ośrodki szkoleniowe, wsparcie wdrożeń, centra monitorowania) oraz infrastruktura do zarządzania ruchem pojazdów bezzałogowych, jako Ekosystem Innowacji",,Polska Agencja Żeglugi Powietrznej,"202 268 183,58 zł",202268183.58,"173 605 464,00 zł",173605464.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"1.15. A2.3.1. Rozbudowa i wyposażenie centrów kompetencji (specjalistyczne ośrodki szkoleniowe, wsparcia wdrożeń, centra monitorowania) oraz infrastruktura do zarządzania przemysłem pojazdów bezzałogowych, jako Ekosystem Innowacji",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670512,https://mapadotacji.gov.pl/projekty/1670512/,Poprawa bezpieczeństwa na przejazdach kolejowych - etap I,transport,PKP Polskie Linie Kolejowe S.A.,"206 536 543,79 zł",206536543.79,"167 915 889,26 zł",167915889.26,łódzkie,lubuskie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.12. E2.2.2. Cyfryzacja transportu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735732,https://mapadotacji.gov.pl/projekty/1735732/,Przebudowa falochronu w porcie Darłowo wraz z poprawą warunków falowania wewnątrz basenu poprzez budowę nowych obiektów hydrotechnicznych,ochrona środowiska,Urząd Morski w Szczecine,"204 979 489,65 zł",204979489.65,"166 617 491,59 zł",166617491.59,zachodniopomorskie,,Krajowy Plan Odbudowy i Zwiększania Odporności,3.13. B2.2.3. Budowa infrastruktury terminalowej offshore,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670498,https://mapadotacji.gov.pl/projekty/1670498/,Digitalizacja infrastruktury kolejowej poprzez zabudowę nowoczesnych urządzeń i systemów – etap V,transport,PKP Polskie Linie Kolejowe S.A.,"193 136 109,37 zł",193136109.37,"157 021 227,13 zł",157021227.13,warmińsko-mazurskie,działdowski,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1695223,https://mapadotacji.gov.pl/projekty/1695223/,Rozwój infrastruktury badawczej w innowacyjnych obszarach technologii farmaceutycznych i niskoemisyjnych w ramach Łukasiewicz – IChP – „Kampus Mościcki”,"badania, rozwój, innowacje",Sieć Badawcza Łukasiewicz- Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego,"227 138 989,66 zł",227138989.66,"155 452 396,80 zł",155452396.8,mazowieckie,m.st. Warszawa,Krajowy Plan Odbudowy i Zwiększania Odporności,1.18. A2.4.1-1/2. Inwestycje w rozbudowę potencjału badawczego - MNiSW,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735360,https://mapadotacji.gov.pl/projekty/1735360/,LTE450 - Budowa sieci łączności specjalnej w technologii LTE450 na obszarze PGE Dystrybucja S.A.,rozwój firm,PGE Dystrybucja S.A.,"329 640 000,15 zł",329640000.15,"142 537 876,15 zł",142537876.15,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,1.11. A2.1.1. Inwestycje wspierające robotyzację i cyfryzację w przedsiębiorstwach,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746782,https://mapadotacji.gov.pl/projekty/1746782/,Prace na linii kolejowej nr 355 Ostrów Wielkopolski - Grabowno Wielkie - Etap II,transport,PKP Polskie Linie Kolejowe S.A.,"173 676 000,00 zł",173676000.0,"141 200 000,00 zł",141200000.0,dolnośląskie,wielkopolskie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1695257,https://mapadotacji.gov.pl/projekty/1695257/,"PolFEL – Polski Laser na Swobodnych Elektronach, faza 1.1","badania, rozwój, innowacje",Narodowe Centrum Badań Jądrowych w Otwocku-Świerku,"199 155 438,43 zł",199155438.43,"135 052 597,32 zł",135052597.32,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,1.18. A2.4.1-1/2. Inwestycje w rozbudowę potencjału badawczego - MNiSW,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670500,https://mapadotacji.gov.pl/projekty/1670500/,Likwidacja wąskich gardeł i zwiększenie przepustowości linii kolejowych - etap II,transport,PKP Polskie Linie Kolejowe S.A.,"163 702 644,03 zł",163702644.03,"133 091 580,51 zł",133091580.51,kujawsko-pomorskie,łódzkie,Krajowy Plan Odbudowy i Zwiększania Odporności,9.7. E2.1.1. Linie kolejowe,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
